state.abb,name,"Poverty Estimate, All Ages","Poverty Percent, All Ages","Poverty Estimate, Age 0-17","Poverty Percent, Age 0-17",Median Household Income,
MD,Allegany County,11069.00,18.10,2308.00,19.80,50582.00,
MD,Anne Arundel County,37624.00,6.40,9926.00,7.60,112525.00,
MD,Baltimore County,91009.00,11.00,25929.00,14.50,86198.00,
MD,Calvert County,5011.00,5.30,1254.00,5.90,118110.00,
MD,Caroline County,4251.00,12.90,1488.00,19.50,65981.00,
MD,Carroll County,9468.00,5.50,2221.00,5.90,105096.00,
MD,Cecil County,9831.00,9.50,2670.00,11.80,84513.00,
MD,Charles County,13513.00,8.00,3979.00,10.00,112932.00,
MD,Dorchester County,4893.00,15.10,1523.00,22.60,54206.00,
MD,Frederick County,15874.00,5.60,3973.00,6.10,116796.00,
MD,Garrett County,4238.00,15.10,978.00,19.80,59080.00,
MD,Harford County,19117.00,7.30,4741.00,8.20,100334.00,
MD,Howard County,18867.00,5.70,4856.00,6.20,133068.00,
MD,Kent County,2181.00,12.10,531.00,18.50,69695.00,
MD,Montgomery County,82175.00,7.90,22673.00,9.70,118020.00,
MD,Prince George's County,101043.00,10.90,28941.00,14.30,93833.00,
MD,Queen Anne's County,3341.00,6.50,804.00,7.60,109436.00,
MD,St. Mary's County,9049.00,8.00,2476.00,9.20,112154.00,
MD,Somerset County,4358.00,22.20,1149.00,27.90,53590.00,
MD,Talbot County,3817.00,10.20,956.00,14.20,76583.00,
MD,Washington County,17387.00,11.70,4957.00,15.10,69271.00,
MD,Wicomico County,12746.00,12.60,3704.00,16.40,68851.00,
MD,Worcester County,4483.00,8.40,1301.00,14.40,75969.00,
MD,Baltimore city,104408.00,18.90,27517.00,24.20,54735.00,
MA,Massachusetts,700507.00,10.40,153014.00,11.60,94538.00,
MA,Barnstable County,17549.00,7.70,2812.00,8.90,89774.00,
MA,Berkshire County,14737.00,12.00,3096.00,15.80,71102.00,
MA,Bristol County,64988.00,11.40,17173.00,14.90,80702.00,
MA,Dukes County,1711.00,8.20,354.00,10.00,89136.00,
MA,Essex County,77346.00,9.80,18869.00,11.50,92118.00,
MA,Franklin County,9425.00,13.50,1831.00,16.20,69929.00,
MA,Hampden County,75753.00,16.90,21934.00,23.30,64030.00,
MA,Hampshire County,16278.00,11.70,2012.00,9.10,81878.00,
MA,Middlesex County,127726.00,8.20,24170.00,7.90,118494.00,
MA,Nantucket County,898.00,6.30,132.00,4.60,107613.00,
MA,Norfolk County,46348.00,6.50,7618.00,5.30,115770.00,
MA,Plymouth County,40237.00,7.70,8594.00,8.00,102647.00,
MA,Suffolk County,118607.00,16.40,24304.00,20.20,84548.00,
MA,Worcester County,88902.00,10.60,20115.00,11.70,86078.00,
MI,Michigan,1306663.00,13.30,370055.00,17.80,66926.00,
MI,Alcona County,1330.00,12.90,332.00,25.40,53788.00,
MI,Alger County,896.00,11.30,195.00,15.40,59390.00,
MI,Allegan County,11735.00,9.80,3466.00,12.60,75893.00,
MI,Alpena County,4448.00,15.60,1127.00,21.80,54161.00,
MI,Antrim County,2236.00,9.30,590.00,14.90,71945.00,
MI,Arenac County,2039.00,13.60,514.00,19.00,53615.00,
MI,Baraga County,1047.00,14.20,266.00,18.70,52491.00,
MI,Barry County,5351.00,8.50,1325.00,9.90,71173.00,
MI,Bay County,14566.00,14.30,3471.00,17.80,56388.00,
MI,Benzie County,1784.00,9.90,406.00,13.40,65846.00,
MI,Berrien County,22507.00,15.00,6631.00,20.90,61790.00,
MI,Branch County,7035.00,16.30,2328.00,22.80,63634.00,
MI,Calhoun County,17996.00,13.80,5780.00,19.70,59652.00,
MI,Cass County,6135.00,12.10,1688.00,16.70,65703.00,
MI,Charlevoix County,2271.00,8.70,532.00,11.90,71362.00,
MI,Cheboygan County,3081.00,12.00,786.00,20.60,60849.00,
MI,Chippewa County,4299.00,13.40,1117.00,17.50,58924.00,
MI,Clare County,5328.00,17.20,1541.00,25.90,47973.00,
MI,Clinton County,7186.00,9.10,1400.00,8.40,80212.00,
MI,Crawford County,1881.00,14.10,484.00,21.20,57600.00,
MI,Delta County,4549.00,12.50,960.00,14.10,57019.00,
MI,Dickinson County,3315.00,13.00,748.00,14.90,56349.00,
MI,Eaton County,9610.00,9.00,2632.00,12.20,71499.00,
MI,Emmet County,2955.00,8.80,634.00,10.50,69805.00,
MI,Genesee County,65211.00,16.40,20493.00,23.70,57443.00,
MI,Gladwin County,3536.00,13.90,1027.00,21.40,55017.00,
MI,Gogebic County,2349.00,16.80,557.00,24.00,50142.00,
MI,Grand Traverse County,9012.00,9.50,1851.00,10.20,74746.00,
MI,Gratiot County,4343.00,12.30,1272.00,16.40,58074.00,
MI,Hillsdale County,6179.00,13.90,1885.00,19.60,60070.00,
MI,Houghton County,4871.00,14.40,940.00,13.00,55623.00,
MI,Huron County,3693.00,12.00,882.00,15.20,50177.00,
MI,Ingham County,43468.00,16.30,10118.00,18.90,60571.00,
MI,Ionia County,7295.00,12.10,1769.00,13.10,74391.00,
MI,Iosco County,4600.00,18.20,1094.00,26.20,46129.00,
MI,Iron County,1460.00,12.80,424.00,21.40,54149.00,
MI,Isabella County,11714.00,19.40,1934.00,17.40,54642.00,
MI,Jackson County,19648.00,13.00,5772.00,17.70,61299.00,
MI,Kalamazoo County,30887.00,12.20,7297.00,13.50,69689.00,
MI,Kalkaska County,2210.00,12.30,585.00,16.70,59160.00,
MI,Kent County,69096.00,10.70,20340.00,13.50,76923.00,
MI,Keweenaw County,227.00,10.40,55.00,16.00,57103.00,
MI,Lake County,2605.00,22.90,569.00,32.30,48545.00,
MI,Lapeer County,8617.00,9.90,2416.00,14.00,72737.00,
MI,Leelanau County,1671.00,7.40,344.00,10.10,89007.00,
MI,Lenawee County,10923.00,11.60,3004.00,15.30,67486.00,
MI,Livingston County,9680.00,5.00,2039.00,5.30,101227.00,
MI,Luce County,848.00,16.10,265.00,26.50,49371.00,
MI,Mackinac County,1550.00,14.30,343.00,21.10,56942.00,
MI,Macomb County,84662.00,9.80,23183.00,13.10,73927.00,
MI,Manistee County,3115.00,13.00,802.00,19.60,55788.00,
MI,Marquette County,7141.00,11.40,1169.00,10.20,61598.00,
MI,Mason County,2972.00,10.20,902.00,16.10,64014.00,
MI,Mecosta County,8089.00,20.40,1965.00,25.70,56096.00,
MI,Menominee County,2792.00,12.20,635.00,16.00,50564.00,
MI,Midland County,7341.00,8.90,1670.00,9.80,77595.00,
MI,Missaukee County,2007.00,13.30,552.00,16.80,59230.00,
MI,Monroe County,14729.00,9.60,3719.00,11.70,72166.00,
MI,Montcalm County,9215.00,14.80,2674.00,19.40,61590.00,
MI,Montmorency County,1549.00,16.30,498.00,35.00,50680.00,
MI,Muskegon County,24813.00,14.50,7941.00,20.70,58303.00,
MI,Newaygo County,6648.00,13.30,1981.00,18.20,57992.00,
MI,Oakland County,102636.00,8.20,23239.00,9.30,90801.00,
MI,Oceana County,4314.00,16.20,1250.00,22.40,56853.00,
MI,Ogemaw County,3399.00,16.40,822.00,22.40,53480.00,
MI,Ontonagon County,834.00,14.30,162.00,22.60,45694.00,
MI,Osceola County,3594.00,15.70,997.00,20.50,54727.00,
MI,Oscoda County,1502.00,18.00,393.00,24.60,46626.00,
MI,Otsego County,2744.00,10.80,824.00,16.00,65915.00,
MI,Ottawa County,23817.00,8.20,4509.00,6.70,85968.00,
MI,Presque Isle County,1626.00,12.30,383.00,19.10,56375.00,
MI,Roscommon County,3845.00,16.30,854.00,25.60,49151.00,
MI,Saginaw County,33127.00,18.10,9819.00,25.10,54064.00,
MI,St. Clair County,20337.00,12.80,5390.00,17.10,64894.00,
MI,St. Joseph County,7936.00,13.20,2674.00,18.70,60489.00,
MI,Sanilac County,5751.00,14.30,1640.00,19.70,56079.00,
MI,Schoolcraft County,1033.00,12.80,279.00,19.40,56707.00,
MI,Shiawassee County,8145.00,12.10,2083.00,15.30,61959.00,
MI,Tuscola County,6411.00,12.30,1931.00,19.00,61978.00,
MI,Van Buren County,10781.00,14.40,3064.00,18.20,61638.00,
MI,Washtenaw County,47071.00,13.60,6604.00,10.20,80941.00,
MI,Wayne County,369107.00,21.20,128008.00,31.50,55928.00,
MI,Wexford County,4311.00,12.80,1204.00,16.00,56379.00,
MN,Minnesota,538990.00,9.60,138469.00,10.90,82343.00,
MN,Aitkin County,2141.00,13.50,428.00,17.80,59064.00,
MN,Anoka County,27085.00,7.40,6887.00,8.10,92249.00,
MN,Becker County,3430.00,9.80,976.00,12.00,67448.00,
MN,Beltrami County,7697.00,17.30,2482.00,22.20,59882.00,
MN,Benton County,3719.00,9.10,1082.00,10.60,71493.00,
MN,Big Stone County,566.00,11.30,148.00,13.70,57821.00,
MN,Blue Earth County,9788.00,14.90,1732.00,12.90,68279.00,
MN,Brown County,2033.00,8.20,474.00,8.50,64093.00,
MN,Carlton County,3580.00,10.30,788.00,10.10,78478.00,
MN,Carver County,4960.00,4.50,1085.00,4.00,117602.00,
MN,Cass County,4265.00,13.80,1232.00,19.90,67121.00,
MN,Chippewa County,1244.00,10.40,364.00,12.40,61878.00,
MN,Chisago County,3065.00,5.40,820.00,6.50,98183.00,
MN,Clay County,7184.00,11.40,1898.00,11.90,79357.00,
MN,Clearwater County,906.00,10.60,346.00,16.10,64716.00,
MN,Cook County,519.00,9.20,125.00,15.10,69279.00,
MN,Cottonwood County,1465.00,13.20,469.00,16.60,59981.00,
MN,Crow Wing County,7126.00,10.60,1635.00,12.10,67373.00,
MN,Dakota County,26859.00,6.10,6988.00,6.70,97727.00,
MN,Dodge County,1253.00,6.00,313.00,6.10,88994.00,
MN,Douglas County,3405.00,8.70,737.00,8.90,73521.00,
MN,Faribault County,1465.00,10.70,439.00,14.70,67302.00,
MN,Fillmore County,1697.00,8.10,555.00,10.80,72065.00,
MN,Freeborn County,3527.00,11.70,1161.00,17.80,65632.00,
MN,Goodhue County,4249.00,9.00,1083.00,10.60,82091.00,
MN,Grant County,679.00,11.20,194.00,14.00,68381.00,
MN,Hennepin County,133681.00,10.80,32181.00,12.20,89418.00,
MN,Houston County,1403.00,7.50,293.00,7.40,76170.00,
MN,Hubbard County,2089.00,9.60,619.00,13.80,67797.00,
MN,Isanti County,2955.00,7.00,760.00,7.90,83212.00,
MN,Itasca County,5067.00,11.40,1113.00,12.70,66958.00,
MN,Jackson County,886.00,9.10,259.00,12.60,66694.00,
MN,Kanabec County,1611.00,9.90,466.00,13.50,69588.00,
MN,Kandiyohi County,3810.00,8.80,1277.00,12.40,72281.00,
MN,Kittson County,407.00,10.30,108.00,12.40,65244.00,
MN,Koochiching County,1373.00,11.80,333.00,16.50,63035.00,
MN,Lac qui Parle County,620.00,9.50,167.00,12.00,67556.00,
MN,Lake County,906.00,8.40,193.00,9.40,73724.00,
MN,Lake of the Woods County,421.00,11.00,106.00,14.40,62143.00,
MN,Le Sueur County,1808.00,6.30,485.00,7.30,86864.00,
MN,Lincoln County,520.00,9.50,133.00,10.30,64860.00,
MN,Lyon County,2764.00,11.20,743.00,11.30,70958.00,
MN,McLeod County,2642.00,7.30,665.00,8.50,80874.00,
MN,Mahnomen County,949.00,18.00,408.00,24.80,52926.00,
MN,Marshall County,749.00,8.50,193.00,9.70,70606.00,
MN,Martin County,2210.00,11.40,667.00,15.40,61721.00,
MN,Meeker County,2141.00,9.20,505.00,9.20,76506.00,
MN,Mille Lacs County,2925.00,10.90,742.00,12.10,65294.00,
MN,Morrison County,3256.00,9.60,862.00,11.20,64588.00,
MN,Mower County,3763.00,9.50,1222.00,12.50,68718.00,
MN,Murray County,755.00,9.40,206.00,12.00,68665.00,
MN,Nicollet County,2860.00,9.00,718.00,10.00,78091.00,
MN,Nobles County,2389.00,11.10,835.00,13.70,65374.00,
MN,Norman County,626.00,10.00,186.00,12.60,64319.00,
MN,Olmsted County,14379.00,8.90,3390.00,8.90,88032.00,
MN,Otter Tail County,5203.00,8.70,1338.00,10.50,65076.00,
MN,Pennington County,1296.00,9.60,297.00,9.90,76423.00,
MN,Pine County,3376.00,11.90,782.00,14.10,65139.00,
MN,Pipestone County,996.00,10.80,335.00,13.50,65499.00,
MN,Polk County,3170.00,10.70,1030.00,14.00,69538.00,
MN,Pope County,1162.00,10.30,242.00,9.90,68888.00,
MN,Ramsey County,72217.00,13.80,22576.00,18.70,75041.00,
MN,Red Lake County,371.00,9.70,102.00,11.40,74120.00,
MN,Redwood County,1662.00,11.00,504.00,13.30,66582.00,
MN,Renville County,1563.00,11.00,456.00,13.90,66568.00,
MN,Rice County,6425.00,10.60,1485.00,10.70,77962.00,
MN,Rock County,811.00,8.70,229.00,10.20,69835.00,
MN,Roseau County,1481.00,9.80,427.00,12.00,71794.00,
MN,St. Louis County,28093.00,14.60,4827.00,13.50,63141.00,
MN,Scott County,6968.00,4.60,1936.00,5.00,115687.00,
MN,Sherburne County,6015.00,6.10,1609.00,6.30,97999.00,
MN,Sibley County,1184.00,8.00,326.00,9.90,75596.00,
MN,Stearns County,17033.00,11.10,4146.00,11.30,72378.00,
MN,Steele County,3294.00,8.90,889.00,10.00,75474.00,
MN,Stevens County,958.00,10.70,175.00,8.30,69171.00,
MN,Swift County,901.00,9.50,240.00,11.20,67166.00,
MN,Todd County,2561.00,10.10,871.00,14.60,66300.00,
MN,Traverse County,434.00,13.70,132.00,18.80,63913.00,
MN,Wabasha County,1597.00,7.50,379.00,8.20,78953.00,
MN,Wadena County,1652.00,11.80,532.00,14.40,57527.00,
MN,Waseca County,1520.00,8.40,416.00,9.90,71519.00,
MN,Washington County,15451.00,5.70,3636.00,5.60,107649.00,
MN,Watonwan County,1685.00,15.50,854.00,31.10,61295.00,
MN,Wilkin County,638.00,10.20,170.00,12.10,71924.00,
MN,Winona County,6607.00,14.30,1042.00,12.40,65699.00,
MN,Wright County,7779.00,5.30,1938.00,4.90,95259.00,
MN,Yellow Medicine County,1010.00,10.70,270.00,12.50,67543.00,
MS,Mississippi,545773.00,19.20,175888.00,26.40,52788.00,
MS,Adams County,8392.00,31.10,2525.00,44.70,39547.00,
MS,Alcorn County,6019.00,18.00,1850.00,24.80,49627.00,
MS,Amite County,2543.00,20.30,711.00,28.20,45433.00,
MS,Attala County,3933.00,22.90,1422.00,33.00,44404.00,
MS,Benton County,1723.00,23.10,555.00,36.00,43247.00,
MS,Bolivar County,8072.00,29.10,2762.00,39.20,39984.00,
MS,Calhoun County,2850.00,22.80,946.00,34.00,44172.00,
MS,Carroll County,1850.00,20.30,399.00,24.30,49397.00,
MS,Chickasaw County,3633.00,22.30,1303.00,32.00,43776.00,
MS,Choctaw County,1519.00,19.30,474.00,28.80,49225.00,
MS,Claiborne County,2568.00,33.20,802.00,43.10,35591.00,
MS,Clarke County,3366.00,22.30,997.00,30.30,46524.00,
MS,Clay County,3958.00,21.90,1375.00,33.80,43451.00,
MS,Coahoma County,7043.00,35.90,2708.00,50.40,36071.00,
MS,Copiah County,6845.00,25.60,2490.00,41.70,43308.00,
MS,Covington County,3774.00,21.30,1350.00,30.80,46630.00,
MS,DeSoto County,18722.00,9.80,5913.00,12.70,79967.00,
MS,Forrest County,16194.00,22.40,4880.00,28.40,51344.00,
MS,Franklin County,1514.00,20.00,467.00,26.90,47165.00,
MS,George County,3815.00,15.40,1346.00,20.50,61956.00,
MS,Greene County,2454.00,22.70,655.00,26.70,52585.00,
MS,Grenada County,4133.00,20.00,1342.00,27.10,46718.00,
MS,Hancock County,6839.00,15.00,1909.00,22.50,59874.00,
MS,Harrison County,39771.00,19.30,11950.00,24.80,55916.00,
MS,Hinds County,47221.00,22.60,15088.00,30.60,47479.00,
MS,Holmes County,5242.00,34.50,1727.00,44.40,31972.00,
MS,Humphreys County,2339.00,32.30,889.00,49.80,33148.00,
MS,Issaquena County,329.00,42.30,55.00,88.70,36922.00,
MS,Itawamba County,2985.00,13.30,847.00,17.30,56484.00,
MS,Jackson County,22460.00,15.70,6920.00,21.60,61515.00,
MS,Jasper County,3240.00,20.30,1069.00,29.50,44810.00,
MS,Jefferson County,2298.00,34.10,750.00,48.90,33852.00,
MS,Jefferson Davis County,3432.00,31.30,1156.00,53.30,36642.00,
MS,Jones County,11855.00,18.30,4070.00,25.50,58000.00,
MS,Kemper County,2163.00,27.70,651.00,43.50,39856.00,
MS,Lafayette County,9234.00,17.80,1809.00,17.80,61736.00,
MS,Lamar County,9837.00,15.10,3015.00,19.50,62326.00,
MS,Lauderdale County,16097.00,23.70,5646.00,34.80,49351.00,
MS,Lawrence County,2410.00,20.70,847.00,30.70,46407.00,
MS,Leake County,4456.00,21.50,1522.00,32.30,46429.00,
MS,Lee County,11046.00,13.50,3598.00,17.80,58266.00,
MS,Leflore County,8835.00,34.40,3357.00,46.20,35520.00,
MS,Lincoln County,7059.00,20.60,2147.00,27.60,48596.00,
MS,Lowndes County,10777.00,19.30,3753.00,28.10,49344.00,
MS,Madison County,11823.00,10.90,3649.00,13.90,80641.00,
MS,Marion County,4994.00,21.40,1817.00,33.50,44129.00,
MS,Marshall County,6219.00,19.40,1966.00,28.30,52162.00,
MS,Monroe County,5045.00,15.30,1538.00,20.70,51754.00,
MS,Montgomery County,2285.00,24.20,708.00,33.30,42195.00,
MS,Neshoba County,6533.00,23.30,2523.00,32.30,50331.00,
MS,Newton County,3922.00,19.50,1300.00,25.80,47320.00,
MS,Noxubee County,2751.00,28.00,1015.00,40.50,36608.00,
MS,Oktibbeha County,10762.00,23.60,2188.00,25.20,47284.00,
MS,Panola County,7896.00,24.50,2593.00,33.30,40595.00,
MS,Pearl River County,9833.00,17.60,2936.00,23.20,55830.00,
MS,Perry County,2133.00,18.90,671.00,27.30,45071.00,
MS,Pike County,9923.00,25.70,3577.00,36.30,40945.00,
MS,Pontotoc County,5466.00,17.60,1832.00,23.00,51086.00,
MS,Prentiss County,3951.00,16.80,1222.00,22.90,49217.00,
MS,Quitman County,1749.00,31.40,612.00,47.40,40255.00,
MS,Rankin County,15716.00,10.30,4683.00,13.60,72906.00,
MS,Scott County,6264.00,22.80,2313.00,30.80,45764.00,
MS,Sharkey County,1203.00,35.10,450.00,54.30,36375.00,
MS,Simpson County,4117.00,16.40,1510.00,26.70,50994.00,
MS,Smith County,2411.00,17.30,819.00,26.00,51746.00,
MS,Stone County,3164.00,18.20,966.00,24.80,54283.00,
MS,Sunflower County,6688.00,32.30,2187.00,42.10,38423.00,
MS,Tallahatchie County,3214.00,31.10,956.00,40.50,39009.00,
MS,Tate County,5004.00,18.50,1635.00,26.70,58623.00,
MS,Tippah County,3335.00,16.00,1077.00,22.00,52635.00,
MS,Tishomingo County,2724.00,14.90,765.00,19.70,51652.00,
MS,Tunica County,2610.00,27.90,1087.00,42.20,37694.00,
MS,Union County,3852.00,13.80,1309.00,19.10,56050.00,
MS,Walthall County,2614.00,19.20,927.00,30.50,40828.00,
MS,Warren County,8250.00,19.60,2953.00,30.30,52117.00,
MS,Washington County,11375.00,27.30,4203.00,39.60,39690.00,
MS,Wayne County,5115.00,26.10,1894.00,39.70,43562.00,
MS,Webster County,1887.00,19.20,633.00,27.10,51249.00,
MS,Wilkinson County,2238.00,31.30,638.00,39.50,36798.00,
MS,Winston County,3734.00,21.90,1176.00,30.90,50082.00,
MS,Yalobusha County,2176.00,18.10,801.00,30.50,45658.00,
MS,Yazoo County,7948.00,37.10,2706.00,49.40,39620.00,
MO,Missouri,787164.00,13.10,224201.00,16.80,64783.00,
MO,Adair County,6334.00,28.20,1040.00,24.00,46433.00,
MO,Andrew County,1418.00,8.00,407.00,10.20,72630.00,
MO,Atchison County,629.00,12.40,174.00,17.00,57883.00,
MO,Audrain County,4127.00,17.70,1389.00,25.90,56305.00,
MO,Barry County,5728.00,16.60,1808.00,23.60,49968.00,
MO,Barton County,1762.00,15.20,560.00,21.00,49857.00,
MO,Bates County,2605.00,16.50,749.00,20.50,57291.00,
MO,Benton County,2937.00,14.70,857.00,25.10,51473.00,
MO,Bollinger County,1228.00,11.90,516.00,23.40,53932.00,
MO,Boone County,29565.00,16.70,4631.00,12.70,63981.00,
MO,Buchanan County,13932.00,17.60,3845.00,21.40,56751.00,
MO,Butler County,8078.00,19.60,2533.00,26.50,44853.00,
MO,Caldwell County,1088.00,12.50,372.00,18.20,56660.00,
MO,Callaway County,4379.00,10.60,1308.00,14.90,72398.00,
MO,Camden County,5405.00,12.50,1406.00,19.90,63703.00,
MO,Cape Girardeau County,11048.00,14.00,2797.00,16.40,64118.00,
MO,Carroll County,1185.00,14.30,355.00,19.80,56818.00,
MO,Carter County,1017.00,19.50,389.00,31.50,42907.00,
MO,Cass County,8972.00,8.20,2596.00,10.40,77805.00,
MO,Cedar County,2351.00,16.40,825.00,24.10,45952.00,
MO,Chariton County,934.00,13.10,269.00,16.20,56633.00,
MO,Christian County,7730.00,8.40,2239.00,9.80,73616.00,
MO,Clark County,858.00,13.00,293.00,19.20,63249.00,
MO,Clay County,19491.00,7.70,5186.00,8.80,78930.00,
MO,Clinton County,2655.00,12.70,692.00,14.60,68337.00,
MO,Cole County,7108.00,9.80,2200.00,13.40,70837.00,
MO,Cooper County,1773.00,11.10,545.00,15.10,63247.00,
MO,Crawford County,3406.00,15.30,995.00,20.60,52536.00,
MO,Dade County,1373.00,18.40,354.00,22.90,49386.00,
MO,Dallas County,2755.00,15.90,926.00,22.40,49830.00,
MO,Daviess County,1266.00,15.30,468.00,22.80,53639.00,
MO,DeKalb County,1169.00,12.70,266.00,12.50,66880.00,
MO,Dent County,2550.00,17.90,756.00,24.20,52945.00,
MO,Douglas County,2188.00,18.50,669.00,25.10,43694.00,
MO,Dunklin County,6882.00,25.90,2394.00,34.60,39688.00,
MO,Franklin County,9199.00,8.80,2330.00,10.20,65779.00,
MO,Gasconade County,2031.00,14.00,560.00,18.90,59287.00,
MO,Gentry County,908.00,14.80,284.00,17.60,52653.00,
MO,Greene County,44048.00,15.00,10365.00,17.10,55751.00,
MO,Grundy County,1710.00,18.00,533.00,22.20,48457.00,
MO,Harrison County,1321.00,16.40,462.00,23.30,51910.00,
MO,Henry County,3098.00,14.00,957.00,19.70,54177.00,
MO,Hickory County,1747.00,20.80,472.00,32.10,43468.00,
MO,Holt County,496.00,11.90,148.00,16.90,51295.00,
MO,Howard County,1460.00,15.60,353.00,16.60,53862.00,
MO,Howell County,7640.00,19.20,2388.00,25.10,44858.00,
MO,Iron County,1748.00,19.20,501.00,26.10,44329.00,
MO,Jackson County,105642.00,15.00,31620.00,19.80,62509.00,
MO,Jasper County,21971.00,18.10,7262.00,24.80,53548.00,
MO,Jefferson County,20356.00,9.00,5150.00,10.30,78297.00,
MO,Johnson County,6941.00,13.60,1423.00,12.20,60086.00,
MO,Knox County,577.00,15.60,235.00,26.60,49552.00,
MO,Laclede County,5375.00,15.00,1754.00,20.10,53224.00,
MO,Lafayette County,3568.00,11.00,1009.00,13.80,70457.00,
MO,Lawrence County,5072.00,13.30,1697.00,17.70,58031.00,
MO,Lewis County,1204.00,13.60,399.00,19.40,57053.00,
MO,Lincoln County,6143.00,9.90,1674.00,10.90,77913.00,
MO,Linn County,1564.00,13.50,522.00,19.20,52831.00,
MO,Livingston County,1896.00,14.50,513.00,16.70,56654.00,
MO,McDonald County,3689.00,15.80,1303.00,22.70,50100.00,
MO,Macon County,2074.00,14.00,642.00,18.80,52847.00,
MO,Madison County,2228.00,18.10,715.00,26.40,47068.00,
MO,Maries County,1290.00,15.50,344.00,20.30,54815.00,
MO,Marion County,3378.00,12.40,1012.00,15.80,57635.00,
MO,Mercer County,509.00,15.10,156.00,19.30,49715.00,
MO,Miller County,3142.00,12.60,1040.00,17.70,61711.00,
MO,Mississippi County,2710.00,24.80,915.00,35.20,42364.00,
MO,Moniteau County,1655.00,11.40,573.00,15.30,64519.00,
MO,Monroe County,1162.00,13.70,341.00,18.70,50276.00,
MO,Montgomery County,1660.00,14.90,457.00,18.90,56538.00,
MO,Morgan County,4121.00,19.30,1227.00,25.30,51700.00,
MO,New Madrid County,2653.00,17.30,905.00,24.80,48162.00,
MO,Newton County,8726.00,14.80,2701.00,19.60,57423.00,
MO,Nodaway County,3332.00,17.40,506.00,15.40,57507.00,
MO,Oregon County,1786.00,20.80,617.00,31.30,45273.00,
MO,Osage County,1088.00,8.30,259.00,8.70,69094.00,
MO,Ozark County,1869.00,21.10,527.00,31.40,44242.00,
MO,Pemiscot County,4356.00,30.00,1532.00,40.40,38456.00,
